FY,Section,Page,Category,Units,Fixed_Charge,Energy_Charge,Wheeling_Charge,Raw_Row
2012-13,General,122,Unknown,20,86618.0,25493.0,2.94,"20 | TOTAL PP | 86,618 | 25,493 | 2.94"
2012-13,General,122,Unknown,21,3146.0,1294.0,4.11,"21 | Non Conv. Energy Excl CPP | 3,146 | 1,294 | 4.11"
2012-13,General,122,Unknown,22,578.0,271.0,4.69,22 | CPP | 578 | 271 | 4.69
2012-13,General,122,Unknown,23,90342.0,27058.0,3.0,"23 | TOTAL PP INCLUDING NCE | 90,342 | 27,058 | 3.00"
2012-13,General,122,TOTAL A,,,1773.0,,"TOTAL A | 1,773"
2012-13,General,122,Non conventional energy,,,1294.0,,"Non conventional energy | 1,294"
2012-13,LT_Industry,155,Non Tariff income,,1361.0,1252.0,1252.0,"Non Tariff income | 1,361 | 1,252 | 1,252"
2012-13,LT_Industry,155,1,,27319.0,27572.0,,"1 | Revenue Billed as per IT | 27,319 | 27,572 | (253)"
2012-13,LT_Industry,155,2,,396.0,396.0,0.0,2 | Add: Stand by Charges | 396 | 396 | 0
2012-13,LT_Industry,155,3,,748.0,765.0,,3 | Add: Bhiwandi DF Revenue | 748 | 765 | (17)
2012-13,LT_Industry,155,4,,2500.0,2800.0,,"4 | Add: GOM Subsidy (Ag & Powerloom) | 2,500 | 2,800 | (300)"
2012-13,LT_Industry,155,5,,0.0,1627.0,,5 | Add: unbilled Revenue | 0 | 1627 | (1627)
2012-13,LT_Industry,155,6,,0.0,80.0,,6 | Add: Misc Charges | 0 | 80 | (80)
2012-13,LT_Industry,155,7,,30964.0,33237.0,,"7 | Total | 30,964 | 33,237 | (2,273)"
2012-13,General,159,Approved sales,,,71280.0,,"Approved sales | MU | 71,280"
2012-13,General,159,Additional/(Lower) sales due to higher distribution loss,Average billing rate*,,4.59,,Average billing rate* | Rs/kWh | 4.59
2012-13,General,159,Unknown,3,,66.25,,3 | Interest on Working Capital | 66.25
2012-13,General,159,Unknown,5,,28.54,,5 | Total addition to ARR | 28.54
2012-13,General,159,Unknown,1,25222.0,25882.0,25882.0,"1 | Power Purchase expenses | 25,222 | 25,882 | 25,882"
2012-13,General,159,Unknown,2,2779.0,2881.0,2931.0,"2 | Operation & Maintenance expenses | 2,779 | 2,881 | 2,931"
2012-13,General,159,Unknown,2.1,1895.0,2047.0,2047.0,"2.1 | Employee expenses | 1,895 | 2,047 | 2,047"
2012-13,General,159,Unknown,2.1,88.0,88.0,88.0,2.1 | 88 | 88 | 88
2012-13,General,159,Unknown,2.2,268.0,232.0,268.0,2.2 | 268 | 232 | 268
2012-13,General,159,Unknown,2.3,528.0,514.0,528.0,2.3 | Repair & Maintenance Expenses | 528 | 514 | 528
2012-13,General,160,Unknown,3,568.0,660.0,617.0,3 | 568 | 660 | 617
2012-13,General,160,Unknown,4,340.0,481.0,481.0,4 | Interest on long-term loan capital | 340 | 481 | 481
2012-13,General,160,Unknown,5,296.0,456.0,257.0,5 | 296 | 456 | 257
2012-13,General,160,Unknown,6,443.0,499.0,477.0,6 | Provisions for bad debts | 443 | 499 | 477
2012-13,General,160,Unknown,7,15.0,9.0,,7 | Other Expenses | (16) | 15 | 9
2012-13,General,160,Unknown,8,96.0,126.0,92.0,8 | Income tax | 96 | 126 | 92
2012-13,General,160,Unknown,9,1892.0,1892.0,1892.0,"9 | 1,892 | 1,892 | 1,892"
2012-13,General,160,Unknown,10,33.0,29.0,29.0,10 | 33 | 29 | 29
2012-13,General,160,Unknown,11,132.0,143.0,143.0,11 | 132 | 143 | 143
2012-13,General,160,Unknown,12,31784.0,33062.0,32807.0,"12 | Total Revenue Expenditure | 31,784 | 33,062 | 32,807"
2012-13,General,160,Unknown,13,610.0,676.0,664.0,13 | Return on equity | 610 | 676 | 664
2012-13,General,160,Unknown,14,32394.0,33738.0,33471.0,"14 | Aggregate Revenue Requirement | 32,394 | 33,738 | 33,471"
2012-13,General,160,Unknown,17,519.0,521.0,516.0,17 | Add: RLC refund | 519 | 521 | 516
2012-13,General,160,Unknown,18,212.0,213.0,212.0,18 | Add: ASC refund | 212 | 213 | 212
2012-13,General,160,Unknown,19,311.0,278.0,,19 | 311 | 278
2012-13,General,160,Unknown,20,,29.0,,20 | Effect of sharing of gains/ (losses) | 29
2012-13,General,160,Unknown,21,31747.0,33514.0,33238.0,"21 | 31,747 | 33,514 | 33,238"
2012-13,General,160,22,,30964.0,33222.0,33222.0,"22 | Revenue from Sale of Power at Existing Tariff with ZLS | 30,964 | 33,222 | 33,222"
2012-13,General,160,Unknown,23,1455.0,1455.0,1455.0,"23 | Less: Revenue from ZLS Power | 1,455 | 1,455 | 1,455"
2012-13,General,160,Unknown,25,29509.0,31767.0,31767.0,"25 | Net Revenue | 29,509 | 31,767 | 31,767"
2012-13,General,160,Unknown,26,2238.0,1747.0,1471.0,"26 | Revenue Gap | 2,238 | 1,747 | 1,471"
2012-13,General,183,14-Feb-08,,100.0,0.0171,0.98,14-Feb-08 | Index = 100 for escalable energy charges | 100.00 | 0.0171 | 0.98
2012-13,General,183,29-Feb-08,,103.0,0.0176,1.01,29-Feb-08 | 103.00 | 0.0176 | 1.01
2012-13,General,183,31-Mar-08,,106.0,0.0181,1.04,31-Mar-08 | 106.00 | 0.0181 | 1.04
2012-13,General,183,30-Apr-08,,115.34,0.0197,1.13,30-Apr-08 | 115.34 | 0.0197 | 1.13
2012-13,General,183,31-May-08,,124.68,0.0213,1.22,31-May-08 | 124.68 | 0.0213 | 1.22
2012-13,General,183,30-Jun-08,,134.03,0.0229,1.32,30-Jun-08 | 134.03 | 0.0229 | 1.32
2012-13,General,183,31-Jul-08,,143.37,0.0245,1.41,31-Jul-08 | 143.37 | 0.0245 | 1.41
2012-13,General,183,31-Aug-08,,152.71,0.0261,1.5,31-Aug-08 | 152.71 | 0.0261 | 1.50
2012-13,General,183,30-Sep-08,,162.05,0.0277,1.59,30-Sep-08 | 162.05 | 0.0277 | 1.59
2012-13,General,183,31-Oct-08,,171.64,0.0293,1.68,31-Oct-08 | 171.64 | 0.0293 | 1.68
2012-13,General,183,30-Nov-08,,181.24,0.031,1.78,30-Nov-08 | 181.24 | 0.0310 | 1.78
2012-13,General,183,31-Dec-08,,190.83,0.0326,1.87,31-Dec-08 | 190.83 | 0.0326 | 1.87
2012-13,General,183,31-Jan-09,,200.43,0.0342,1.97,31-Jan-09 | 200.43 | 0.0342 | 1.97
2012-13,General,183,28-Feb-09,,210.02,0.0359,2.06,28-Feb-09 | 210.02 | 0.0359 | 2.06
2012-13,General,183,31-Mar-09,,219.62,0.0375,2.16,31-Mar-09 | 219.62 | 0.0375 | 2.16
2012-13,General,183,30-Apr-09,,214.28,0.0366,2.1,30-Apr-09 | 214.28 | 0.0366 | 2.10
2012-13,General,183,31-May-09,,208.94,0.0357,2.05,31-May-09 | 208.94 | 0.0357 | 2.05
2012-13,General,183,30-Jun-09,,203.6,0.0348,2.0,30-Jun-09 | 203.60 | 0.0348 | 2.00
2012-13,General,183,31-Jul-09,,198.26,0.0339,1.95,31-Jul-09 | 198.26 | 0.0339 | 1.95
2012-13,General,183,31-Aug-09,,192.77,0.0329,1.89,31-Aug-09 | 192.77 | 0.0329 | 1.89
2012-13,General,183,30-Sep-09,,187.27,0.032,1.84,30-Sep-09 | 187.27 | 0.0320 | 1.84
2012-13,General,183,31-Oct-09,,181.78,0.031,1.78,31-Oct-09 | 181.78 | 0.0310 | 1.78
2012-13,General,183,30-Nov-09,,176.29,0.0301,1.73,30-Nov-09 | 176.29 | 0.0301 | 1.73
2012-13,General,183,31-Dec-09,,170.79,0.0292,1.68,31-Dec-09 | 170.79 | 0.0292 | 1.68
2012-13,General,183,31-Jan-10,,165.3,0.0282,1.62,31-Jan-10 | 165.30 | 0.0282 | 1.62
2012-13,General,183,28-Feb-10,,168.47,0.0288,1.65,28-Feb-10 | 168.47 | 0.0288 | 1.65
2012-13,General,183,31-Mar-10,,171.65,0.0293,1.68,31-Mar-10 | 171.65 | 0.0293 | 1.68
2012-13,General,183,30-Apr-10,,174.82,0.0299,1.72,30-Apr-10 | 174.82 | 0.0299 | 1.72
2012-13,General,183,31-May-10,,178.0,0.0304,1.75,31-May-10 | 178.00 | 0.0304 | 1.75
2012-13,General,183,30-Jun-10,,181.17,0.0309,1.78,30-Jun-10 | 181.17 | 0.0309 | 1.78
2012-13,General,183,31-Jul-10,,184.35,0.0315,1.81,31-Jul-10 | 184.35 | 0.0315 | 1.81
2012-13,General,183,31-Aug-10,,187.85,0.0321,1.84,31-Aug-10 | 187.85 | 0.0321 | 1.84
2012-13,General,184,30-Sep-10,,191.36,0.0327,1.88,30-Sep-10 | Scheduled COD of the first unit; Escalation Index to be 100 for Escalable Capacity Charges | 191.36 | 0.0327 | 1.88 | 100.00 | 0.15
2012-13,General,184,31-Oct-10,,194.87,0.0333,1.91,31-Oct-10 | 194.87 | 0.0333 | 1.91 | 100.76 | 0.15
2012-13,General,184,30-Nov-10,,198.37,0.0339,1.95,30-Nov-10 | 198.37 | 0.0339 | 1.95 | 101.53 | 0.15
2012-13,General,184,31-Dec-10,,201.88,0.0345,1.98,31-Dec-10 | 201.88 | 0.0345 | 1.98 | 102.29 | 0.15
2012-13,General,184,31-Jan-11,,205.38,0.0351,2.02,31-Jan-11 | 205.38 | 0.0351 | 2.02 | 103.05 | 0.15
2012-13,General,184,28-Feb-11,,208.25,0.0356,2.04,28-Feb-11 | 208.25 | 0.0356 | 2.04 | 103.82 | 0.16
2012-13,General,184,31-Mar-11,,211.12,0.0361,2.07,31-Mar-11 | 211.12 | 0.0361 | 2.07 | 104.58 | 0.16
2012-13,General,184,30-Apr-11,,213.99,0.0365,2.1,30-Apr-11 | 213.99 | 0.0365 | 2.10 | 105.34 | 0.16
2012-13,General,184,31-May-11,,216.86,0.037,2.13,31-May-11 | 216.86 | 0.0370 | 2.13 | 106.10 | 0.16
2012-13,General,184,30-Jun-11,,219.73,0.0375,2.16,30-Jun-11 | 219.73 | 0.0375 | 2.16 | 106.85 | 0.16
2012-13,General,184,31-Jul-11,,222.6,0.038,2.18,31-Jul-11 | 222.60 | 0.0380 | 2.18 | 107.61 | 0.16
2012-13,General,184,31-Aug-11,,224.41,0.0383,2.2,31-Aug-11 | 224.41 | 0.0383 | 2.20 | 108.37 | 0.16
2012-13,General,184,30-Sep-11,,226.22,0.0386,2.22,30-Sep-11 | 226.22 | 0.0386 | 2.22 | 109.12 | 0.16
2012-13,General,184,31-Oct-11,,228.02,0.0389,2.24,31-Oct-11 | 228.02 | 0.0389 | 2.24 | 109.87 | 0.16
2012-13,General,184,30-Nov-11,,229.83,0.0393,2.26,30-Nov-11 | 229.83 | 0.0393 | 2.26 | 110.62 | 0.17
2012-13,General,184,31-Dec-11,,231.64,0.0396,2.27,31-Dec-11 | 231.64 | 0.0396 | 2.27 | 111.37 | 0.17
2012-13,General,184,31-Jan-12,,233.45,0.0399,2.29,31-Jan-12 | 233.45 | 0.0399 | 2.29 | 112.12 | 0.17
2012-13,General,184,29-Feb-12,,232.32,0.0397,2.28,29-Feb-12 | 232.32 | 0.0397 | 2.28 | 112.87 | 0.17
2012-13,General,184,31-Mar-12,,231.2,0.0395,2.27,31-Mar-12 | 231.20 | 0.0395 | 2.27 | 113.62 | 0.17
2012-13,General,184,30-Apr-12,,230.07,0.0393,2.26,30-Apr-12 | 230.07 | 0.0393 | 2.26 | 114.35 | 0.17
2012-13,General,184,31-May-12,,228.95,0.0391,2.25,31-May-12 | 228.95 | 0.0391 | 2.25 | 115.10 | 0.17
2012-13,General,184,30-Jun-12,,227.82,0.0389,2.24,30-Jun-12 | 227.82 | 0.0389 | 2.24 | 115.85 | 0.17
2012-13,General,184,31-Jul-12,,226.7,0.0387,2.22,31-Jul-12 | 226.70 | 0.0387 | 2.22 | 116.60 | 0.17
2012-13,General,184,31-Aug-12,,225.57,0.0385,2.21,31-Aug-12 | 225.57 | 0.0385 | 2.21 | 117.35 | 0.18
2012-13,General,184,30-Sep-12,,224.45,0.0383,2.2,30-Sep-12 | 224.45 | 0.0383 | 2.20 | 118.10 | 0.18
2012-13,General,185,Unit 1,Aug-12,,2661.0,,"Unit 1 | Aug-12 | 660 MW | 2,661"
2012-13,General,185,Unit 2,Sep-12,,2281.0,,"Unit 2 | Sep-12 | 660 MW | 2,281"
2012-13,General,185,Unit 3,Aug-12,,624.0,,Unit 3 | Aug-12 | 125 MW | 624
2012-13,General,185,Total,,,5566.0,,"Total | 5,566"
2012-13,General,192,% Change in PP Quantum,,86553.0,80884.0,,"% Change in PP Quantum | 86,553 | 80,884 | -6.55%"
2012-13,General,192,1,,47663.0,14986.0,3.14,"1 | MSPGCL | 47,663 | 14,986 | 3.14"
2012-13,General,192,2,,5400.0,763.0,1.41,"2 | KSTPS | 5,400 | 763 | 1.41"
2012-13,General,192,3,,687.0,187.0,2.73,3 | KSTPS III | 687 | 187 | 2.73
2012-13,General,192,4,,3516.0,783.0,2.23,"4 | VSTP I | 3,516 | 783 | 2.23"
2012-13,General,192,5,,2940.0,647.0,2.2,"5 | VSTP II | 2,940 | 647 | 2.20"
2012-13,General,192,6,,2400.0,614.0,2.56,"6 | VSTP III | 2,400 | 614 | 2.56"
2012-13,General,192,7,,381.0,159.0,4.17,7 | VSTP IV | 381 | 159 | 4.17
2012-13,General,192,8,,1080.0,442.0,4.1,"8 | KAWAS | 1,080 | 442 | 4.10"
2012-13,General,192,9,,1020.0,442.0,4.33,"9 | GANDHAR | 1,020 | 442 | 4.33"
2012-13,General,192,10,,720.0,295.0,4.09,10 | KhSTPS-II | 720 | 295 | 4.09
2012-13,General,192,11,,4983.0,1016.0,2.04,"11 | SIPAT TPS | 4,983 | 1,016 | 2.04"
2012-13,General,192,Unknown,,23127.0,5349.0,2.31,"NTPC | 23,127 | 5,349 | 2.31"
2012-13,General,192,14,,760.0,181.0,2.37,14 | KAPP | 760 | 181 | 2.37
2012-13,General,192,15,,1280.0,135.0,1.06,"15 | TAPP 1&2 | 1,280 | 135 | 1.06"
2012-13,General,192,16,,3293.0,992.0,3.01,"16 | TAPP 3&4 | 3,293 | 992 | 3.01"
2012-13,General,192,Unknown,,5333.0,1308.0,2.45,"NPCIL | 5,333 | 1,308 | 2.45"
2012-13,General,192,17,,990.0,203.0,2.05,17 | SSP | 990 | 203 | 2.05
2012-13,General,193,18,,72.0,15.0,2.05,18 | PENCH | 72 | 15 | 2.05
2012-13,General,193,19,,42.0,9.0,2.18,19 | DODSON I | 42 | 9 | 2.18
2012-13,General,193,20,,89.0,15.0,1.73,20 | DODSON II | 89 | 15 | 1.73
2012-13,General,193,21,,5256.0,3053.0,5.81,"21 | RGPPL | 5,256 | 3,053 | 5.81"
2012-13,General,193,22,,1934.0,685.0,3.54,"22 | IPP - JSW | 1,934 | 685 | 3.54"
2012-13,General,193,23,,1738.0,393.0,2.26,"23 | Mundra UMPP | 1,738 | 393 | 2.26"
2012-13,General,193,24,,3141.0,1288.0,4.1,"24 | MEDIUM-TERM | 3,141 | 1,288 | 4.10"
2012-13,General,193,25,,1143.0,292.0,2.55,"25 | Adani power | 1,143 | 292 | 2.55"
2012-13,General,193,26,,,960.0,,26 | POWERGRID | 960
2012-13,General,193,28,,,4.0,,28 | WHEELING CHARGES | 4
2012-13,General,193,Unknown,,90528.0,28556.0,3.15,"Total | 90,528 | 28,556 | 3.15"
2012-13,General,193,29,,7744.0,3496.0,4.52,"29 | Non Conv. Energy Excl CPP | 7,744 | 3,496 | 4.52"
2012-13,General,193,30,,900.0,383.0,4.25,30 | CPP | 900 | 383 | 4.25
2012-13,General,193,31,,10675.0,4804.0,4.5,"31 | Short Term through traders/exchanges | 10,675 | 4,804 | 4.50"
2012-13,General,193,Unknown,,109847.0,37238.0,3.39,"TOTAL PP INCLUDING NCE | 109,847 | 37,238 | 3.39"
2012-13,General,215,Non-Tariff income,,1314.0,1314.0,1379.0,"Non-Tariff income | 1,314 | 1,314 | 1,379 | 1,379"
2012-13,General,216,Income from CSS,,4.46,8.92,,Income from CSS | ---- | 4.46 | ---- | 8.92
2012-13,General,216,Revenue from sale of power,,37814.0,37814.0,43127.0,"Revenue from sale of power | 37,814 | 37,814 | 43,127 | 42,005"
2012-13,General,217,1,,31707.0,31116.0,36623.0,"1 | Power Purchase Expenses | 31,707 | 31,116 | 36,623 | 37,238"
2012-13,General,217,2,,3437.0,3063.0,3893.0,"2 | Operations and Maintenance Expenses | 3,437 | 3,063 | 3,893 | 3,362"
2012-13,General,217,2.1,,2485.0,2204.0,2829.0,"2.1 | Employee Expenses | 2,485 | 2,204 | 2,829 | 2,438"
2012-13,General,217,2.2,,387.0,290.0,442.0,2.2 | Administration & General Expenses | 387 | 290 | 442 | 314
2012-13,General,217,2.3,,566.0,569.0,622.0,2.3 | Repair & Maintenance Expenses | 566 | 569 | 622 | 611
2012-13,General,217,2.3,,1014.0,1014.0,1309.0,"3 | Depreciation, including advance against depreciation | 1,014 | 1,014 | 1,309 | 1,309"
2012-13,General,217,2.3,,828.0,803.0,1102.0,"4 | Interest on Long-term Loan Capital | 828 | 803 | 1,102 | 1,127"
2012-13,General,217,2.3,,683.0,317.0,711.0,"5 | Interest on Working Capital, Consumer Security Deposits & Finance Charges | 683 | 317 | 711 | 559"
2012-13,General,217,2.3,,572.0,567.0,756.0,6 | Provisions for Bad Debts | 572 | 567 | 756 | 756
2012-13,General,217,2.3,,10.0,9.0,11.0,7 | Other Expenses | 10 | 9 | 11 | 9
2012-13,General,217,2.3,,2199.0,2200.0,2199.0,"9 | Transmission Charges paid to Transmission Licensee | 2,199 | 2,200 | 2,199 | 3,105"
2012-13,General,217,2.3,,51.0,48.0,66.0,10 | Contribution to contingency reserves | 51 | 48 | 66 | 63
2012-13,General,217,2.3,,150.0,150.0,158.0,11 | Incentives/Discounts | 150 | 150 | 158 | 157
2012-13,General,217,2.3,,40652.0,39286.0,46827.0,"12 | Total Revenue Expenditure | 40,652 | 39,286 | 46,827 | 47,687"
2012-13,General,217,2.3,,903.0,849.0,1043.0,"13 | Return on equity | 903 | 849 | 1,043 | 989"
2012-13,General,217,2.3,,41555.0,40135.0,47870.0,"14 | Aggregate Revenue Requirement | 41,555 | 40,135 | 47,870 | 48,676"
2012-13,General,217,2.3,,443.0,443.0,500.0,18 | Add: RLC refund (non-PD consumers) | 443 | 443 | 500
2012-13,General,218,19,,,166.0,,19 | Add: RLC refund (PD consumers) | 166
2012-13,General,218,23,,40663.0,39243.0,46474.0,"23 | Aggregate Revenue Requirement from Retail Tariff | 40,663 | 39,243 | 46,474 | 47,937"
2012-13,General,218,24,,38135.0,38135.0,43127.0,"24 | Revenue from Sale of Power at Existing Tariff with ZLS | 38,135 | 38,135 | 43,127 | 42,005"
2012-13,General,218,25,,321.0,321.0,,25 | Less: Revenue from ZLS Power | 321 | 321
2012-13,General,218,26,,37814.0,37814.0,43127.0,"26 | Net Revenue | 37,814 | 37,814 | 43,127 | 42,005"
2012-13,General,218,27,,2849.0,1429.0,3347.0,"27 | Revenue Gap | 2,849 | 1,429 | 3,347 | 5,932"
2012-13,LT_Commercial,252,More than 5 MW and up to 20 MW,,30000.0,20000.0,,"More than 5 MW and up to 20 MW | 30,000 | 20,000"
2012-13,LT_Commercial,252,More than 20 MW and up to 50 MW,,50000.0,50000.0,,"More than 20 MW and up to 50 MW | 50,000 | 50,000"
2012-13,LT_Commercial,252,More than 50 MW,,100000.0,100000.0,,"More than 50 MW | 100,000 | 100,000"
2012-13,LT_Residential,290,2200 Hrs-0600 Hrs,,,-100.0,,2200 Hrs-0600 Hrs | -100
2012-13,LT_Residential,290,0600 Hrs-0900 Hrs & 1200 Hrs-1800 Hrs,,,0.0,,0600 Hrs-0900 Hrs & 1200 Hrs-1800 Hrs | 0
2012-13,LT_Residential,290,0900 Hrs-1200 Hrs,,,80.0,,0900 Hrs-1200 Hrs | 80
2012-13,LT_Residential,290,1800 Hrs-2200 Hrs,,,110.0,,1800 Hrs-2200 Hrs | 110
2012-13,LT_Commercial,291,1,,50750.0,48926.0,,"1 | Total Revenue Requirement (Rs. crore) | 50,750 | 48,926"
2012-13,LT_Commercial,291,2,,89576.0,87971.0,,"2 | Total Sales (MU) | 89,576 | 87,971"
2012-13,LT_Commercial,291,3,,5.67,5.56,,3 | Average Cost of Supply (Rs/kWh) | 5.67 | 5.56
2012-13,LT_Commercial,291,LT I-Domestic,,5.56,4.48,5.48,LT I-Domestic | 5.56 | 4.48 | 5.48 | 22% | 4.89 | 9%
2012-13,LT_Commercial,291,LT II Non Domestic,,9.15,9.66,9.78,LT II Non Domestic | 9.15 | 9.66 | 6% | 9.78 | 7%
2012-13,LT_Commercial,291,LT III Public Water Works,,2.66,3.41,2.96,LT III Public Water Works | 2.66 | 3.41 | 28% | 2.96 | 11%
2012-13,LT_Commercial,291,LT IV Agriculture Metered,,2.14,2.22,2.33,LT IV Agriculture Metered | 2.14 | 2.22 | 4% | 2.33 | 9%
2012-13,LT_Commercial,291,LT IV Agriculture Unmetered,,2.22,2.32,2.45,LT IV Agriculture Unmetered | 2.22 | 2.32 | 4% | 2.45 | 10%
2012-13,LT_Commercial,291,LT V Industrial,,6.8,7.48,7.19,LT V Industrial | 6.80 | 7.48 | 10% | 7.19 | 6%
2012-13,LT_Commercial,291,LT VI Street Lighting,,4.35,4.85,4.67,LT VI Street Lighting | 4.35 | 4.85 | 12% | 4.67 | 7%
2012-13,LT_Commercial,291,LT VIII Temporary Others,,14.63,14.16,15.31,LT VIII Temporary Others | 14.63 | 14.16 | -3% | 15.31 | 5%
2012-13,LT_Commercial,291,LT VIII Advertising and Hording,,22.2,20.27,23.36,LT VIII Advertising and Hording | 22.20 | 20.27 | -9% | 23.36 | 5%
2012-13,LT_Commercial,291,LT IX Crematorium & Burial,,3.45,3.17,3.73,LT IX Crematorium & Burial | 3.45 | 3.17 | -8% | 3.73 | 8%
2012-13,LT_Commercial,291,LT X Public Services,,,7.16,,LT X Public Services | 7.16
2012-13,LT_Residential,292,HT-I Industry (Express Feeder),,5.56,7.17,7.94,HT-I Industry (Express Feeder) | 5.56 | 7.17 | 7.94 | 11% | 7.68 | 7%
2012-13,LT_Residential,292,HT-I Industry (Non-Express Feeder),,6.77,7.77,7.26,HT-I Industry (Non-Express Feeder) | 6.77 | 7.77 | 15% | 7.26 | 7%
2012-13,LT_Residential,292,HT-I Seasonal Industry,,8.29,9.31,8.89,HT-I Seasonal Industry | 8.29 | 9.31 | 12% | 8.89 | 7%
2012-13,LT_Residential,292,HT II- Commercial,,10.51,11.35,11.2,HT II- Commercial | 10.51 | 11.35 | 8% | 11.20 | 7%
2012-13,LT_Residential,292,HT-III Railways,,7.3,7.5,7.81,HT-III Railways | 7.30 | 7.50 | 3% | 7.81 | 7%
2012-13,LT_Residential,292,HT-IV-Public Water Works,,5.14,6.03,5.53,HT-IV-Public Water Works | 5.14 | 6.03 | 17% | 5.53 | 8%
2012-13,LT_Residential,292,HT-V- Agriculture,,2.89,2.94,3.1,HT-V- Agriculture | 2.89 | 2.94 | 1% | 3.10 | 7%
2012-13,LT_Residential,292,HT-VI-Bulk Supply-Residential/ Commercial,,5.16,9.7,5.44,HT-VI-Bulk Supply-Residential/ Commercial | 5.16 | 9.70 | 88% | 5.44 | 5%
2012-13,LT_Residential,292,HT- IX Pulic Services,,,8.95,,HT- IX Pulic Services | 8.95
2012-13,LT_Residential,292,HT Industrial,,6.43,7.02,7.49,HT Industrial | 6.43 | 7.02 | 7.49 | 16% | 7% | 135% | 135%
2012-13,LT_Residential,292,HT-I Express,,6.56,7.17,7.68,HT-I Express | 6.56 | 7.17 | 7.68 | 17% | 7% | 138% | 138%
2012-13,LT_Residential,292,HT-I Non-Express,,6.22,6.77,7.26,HT-I Non-Express | 6.22 | 6.77 | 7.26 | 17% | 7% | 131% | 130%
2012-13,LT_Residential,292,HT-I Seasonal,,7.62,8.29,8.89,HT-I Seasonal | 7.62 | 8.29 | 8.89 | 17% | 7% | 160% | 160%
2012-13,LT_Residential,292,HT Public services,,,8.95,,HT Public services | 8.95 | 161%
2012-13,LT_Residential,292,HT Commercial (others),,9.64,10.51,11.2,HT Commercial (others) | 9.64 | 10.51 | 11.20 | 16% | 7% | 203% | 201%
2012-13,LT_Residential,292,HT Railway,,6.64,7.3,7.81,HT Railway | 6.64 | 7.30 | 7.81 | 18% | 7% | 141% | 140%
2012-13,LT_Residential,292,HT PWW,,5.56,4.72,5.14,HT PWW | 5.56 | 4.72 | 5.14 | 5.53 | 17% | 8% | 99% | 99%
2012-13,LT_Residential,292,HT Agriculture,,2.65,2.89,3.1,HT Agriculture | 2.65 | 2.89 | 3.10 | 17% | 7% | 56% | 56%
2012-13,LT_Residential,292,HT Bulk - Group Housing/Commerc ial Supply,,4.73,5.16,5.44,HT Bulk - Group Housing/Commerc ial Supply | 4.73 | 5.16 | 5.44 | 15% | 5% | 99% | 98%
2012-13,LT_Residential,292,LT Domestic,,4.11,4.48,4.89,LT Domestic | 4.11 | 4.48 | 4.89 | 19% | 9% | 86% | 88%
