FY,Section,Page,Category,Units,Fixed_Charge,Energy_Charge,Wheeling_Charge,Raw_Row
2012-13,LT_Residential,292,BPL,,1.02,1.11,1.19,BPL | 1.02 | 1.11 | 1.19 | 17% | 7% | 21% | 21%
2012-13,LT_Residential,292,0-100,,3.22,3.5,3.89,0-100 | 3.22 | 3.50 | 3.89 | 21% | 11% | 68% | 70%
2012-13,LT_Residential,292,101-300,,5.38,5.88,6.55,101-300 | 5.38 | 5.88 | 6.55 | 22% | 11% | 113% | 118%
2012-13,LT_Residential,294,1,,,76.0,,1 | LT I - Residential (BPL) | Rs 10 per month | 76
2012-13,LT_Residential,294,Unknown,,,336.0,,0-100 units | Single Phase: | 336
2012-13,LT_Residential,294,Unknown,,,605.0,,101-300 units | Rs 40 per month | 605
2012-13,LT_Residential,294,Unknown,,,792.0,,301 - 500 units | Three Phase: | 792
2012-13,LT_Residential,294,Unknown,,,878.0,,501 - 1000 units | Rs 130 per month$$ | 878
2012-13,LT_Residential,294,Unknown,,,950.0,,Above 1000 Units (balance | 950
2012-13,LT_Residential,295,(A),,,585.0,,0 – 200 units per month | 585
2012-13,LT_Residential,295,(A),,,838.0,,Above 200 units per month (only balance consumption) | 838
2012-13,LT_Residential,295,(B),,,844.0,,(B) | > 20 kW and < 50 kW | Rs 190 per kVA per month | 844
2012-13,LT_Residential,295,(C),,,1091.0,,"(C) | > 50 kW | Rs 190 per kVA per month | 1,091"
2012-13,LT_Residential,295,(A),,,235.0,,(A) | 0-20 kW | Rs 50 per kVA per month | 235
2012-13,LT_Residential,295,(B),,,311.0,,(B) | > 20 kW and < 40 kW | Rs 60 per kVA per month | 311
2012-13,LT_Residential,295,(C),,,420.0,,(C) | > 40 kW and < 50 kW | Rs 90 per kVA per month | 420
2012-13,LT_Residential,295,4.2,,,210.0,,4.2 | Metered Tariff (incl Poultry Farms) | Rs 27 per kW per month | 210
2012-13,LT_Residential,295,(A),,,506.0,,(A) | 0-20 kW | Rs 190 per connection per month | 506
2012-13,LT_Residential,295,(B),,,701.0,,(B) | Above 20 kW | Rs 130 per kVA per month | 701
2012-13,LT_Residential,295,(A),,,412.0,,"(A) | Grampanchayat, A, B, & C Class Municipal Council | Rs 40 per kW per month | 412"
2012-13,LT_Residential,295,(B),,,500.0,,(B) | Municipal Corporation Areas | 500
2012-13,LT_Residential,295,(A),,,327.0,,(A) | TSR – Temporary Supply Religious | Rs 250 per connection per month | 327
2012-13,LT_Commercial,296,(B),,,1507.0,,"(B) | TSO – Temporary Supply Others | Rs 310 per connection per month | 1,507"
2012-13,LT_Commercial,296,(B),,,2077.0,,"8 | LT VIII – Advertisement & Hoardings | Rs 500 per connection per month | 2,077"
2012-13,LT_Commercial,296,(B),,,337.0,,9 | LT IX – Crematoriums and Burial Grounds | Rs 250 per connection per month | 337
2012-13,LT_Commercial,296,(A),,,536.0,,0 – 200 units per month | 536
2012-13,LT_Commercial,296,(A),,,788.0,,Above 200 units per month (only balance consumption) | 788
2012-13,LT_Commercial,296,(B),,,779.0,,(B) | > 20 kW and < 50 kW | Rs 190 per kVA per month | 779
2012-13,LT_Commercial,296,(C),,,824.0,,(C) | > 50 kW | Rs 190 per kVA per month | 824
2012-13,LT_Commercial,296,(C),,,0.0,,0600 hours to 0900 hours | 0
2012-13,LT_Commercial,296,(C),,,80.0,,0900 hours to 1200 hours | 80
2012-13,LT_Commercial,296,(C),,,110.0,,1800 hours to 2200 hours | 110
2012-13,LT_Commercial,296,*Category 1 Zones (with consumption norm above 1318 hours/HP/year),Bhandup (U),2.0,3.0,,1 | Bhandup (U) | 2 | Pune | 3 | Nashik
2012-13,LT_Commercial,296,#Category 2 Zones (with consumption norm below 1318 hours/HP/year),Amravati,2.0,3.0,,1 | Amravati | 2 | Aurangabad | 3 | Kalyan
2012-13,LT_Commercial,296,#Category 2 Zones (with consumption norm below 1318 hours/HP/year),Konkan,5.0,6.0,,4 | Konkan | 5 | Kolhapur | 6 | Latur
2012-13,LT_Commercial,296,#Category 2 Zones (with consumption norm below 1318 hours/HP/year),Nagpur(U),,8.0,,7 | Nagpur(U) | 8 | Nagpur
2012-13,LT_Commercial,297,(A),,,701.0,,(A) | Express Feeders | Rs 190 per kVA per month | 701
2012-13,LT_Commercial,297,(B),,,633.0,,(B) | Non-express Feeders | 633
2012-13,LT_Commercial,297,(C),,,779.0,,(C) | Seasonal Industry | 779
2012-13,LT_Commercial,297,(A),,,1045.0,,(A) | Express Feeders | Rs 190 per kVA per month | 1045
2012-13,LT_Commercial,297,(B),,,983.0,,(B) | Non-express Feeders | Rs 190 per kVA per month | 983
2012-13,LT_Commercial,297,(B),,,781.0,,3 | HT III – Railways | 781
2012-13,LT_Commercial,297,(A),,,505.0,,(A) | Express Feeders | Rs 190 per kVA per month | 505
2012-13,LT_Commercial,297,(B),,,473.0,,(B) | Non-express Feeders | 473
2012-13,LT_Commercial,297,(B),,,288.0,,5 | HT V - Agriculture | Rs 030 per kVA per month | 288
2012-13,LT_Commercial,297,(A),,,482.0,,(A) | Group Housing Society | Rs 160 per kVA per month | 482
2012-13,LT_Commercial,297,(B),,,821.0,,(B) | Commercial Complex | 821
2012-13,LT_Commercial,297,(B),,,1282.0,,(B) | TSO – Temporary Supply Others | Rs 250 per connection per month | 1282
2012-13,HT_Commercial,298,(A),,,821.0,,(A) | Express Feeders | Rs 190 per kVA per month | 821
2012-13,HT_Commercial,298,(B),,,765.0,,(B) | Non-express Feeders | Rs 190 per kVA per month | 765
2012-13,HT_Commercial,298,(B),,,0.0,,0600 hours to 0900 hours | 0
2012-13,HT_Commercial,298,(B),,,80.0,,0900 hours to 1200 hours | 80
2012-13,HT_Commercial,298,(B),,,110.0,,1800 hours to 2200 hours | 110
2012-13,HT_Commercial,298,(B),,,-100.0,,2200 hours to 0600 hours | -100
2012-13,General,299,Unknown,,,0.04,,33 kV | 0.04 | 6%
2012-13,General,299,Unknown,,,0.21,,22 kV/ 11 kV | 0.21 | 9%
2012-13,General,299,Unknown,,,0.36,,LT level | 0.36 | 14%
2012-13,General,300,33 kV level o,,,10237.0,,"33 kV level o | 14% | 11.23% | 10,237"
2012-13,General,300,22 kV/ 11 kV level,,,30703.0,,"22 kV/ 11 kV level | 56% | 33.68% | 30,703"
2012-13,General,300,a LT level,,,50220.0,,"a LT level | 30% | 55.09% | 50,220"
2012-13,General,301,Unknown,,,0.12,,33 kV | 0.12 | 6%
2012-13,General,301,Unknown,,,0.64,,22 kV/ 11 kV | 0.64 | 9%
2012-13,General,301,Unknown,,,1.1,,LT level | 1.10 | 12.5%
2012-13,General,301,Unknown,1,37238.0,37238.0,,"1 | Power Purchase Expenses | 37,238 | 0% | 100% | 37,238"
2012-13,General,301,Unknown,2.1,2438.0,1463.0,975.0,"2.1 | Employee Expenses | 2,438 | 60% | 40% | 1,463 | 975"
2012-13,General,302,Unknown,2.2,314.0,157.0,157.0,2.2 | 314 | 50% | 50% | 157 | 157
2012-13,General,302,Unknown,2.3,611.0,531.0,79.0,2.3 | 611 | 87% | 13% | 531 | 79
2012-13,General,302,Unknown,3,1309.0,1139.0,170.0,"3 | advance against | 1,309 | 87% | 13% | 1,139 | 170"
2012-13,General,302,Unknown,4,1127.0,980.0,146.0,"4 | 1,127 | 87% | 13% | 980 | 146"
2012-13,General,302,Unknown,6,559.0,50.0,509.0,6 | 559 | 9% | 91% | 50 | 509
2012-13,General,302,Unknown,8,756.0,68.0,688.0,8 | Provision for Bad Debts | 756 | 9% | 91% | 68 | 688
2012-13,General,302,Unknown,9,9.0,9.0,,9 | Other Expenses | 9 | 0% | 100% | 9
2012-13,General,302,Unknown,11,3105.0,3105.0,,"11 | paid Transmission | 3,105 | 0% | 100% | 3,105"
2012-13,General,302,Unknown,12,63.0,58.0,5.0,12 | 63 | 92% | 8% | 58 | 5
2012-13,General,302,Unknown,13,157.0,157.0,,13 | Incentives/Discounts | 157 | 0% | 100% | 157
2012-13,General,302,Unknown,14,47687.0,4447.0,43241.0,"14 | 47,687 | 4,447 | 43,241"
2012-13,General,302,Unknown,15,989.0,791.0,198.0,15 | Return on Equity Capital | 989 | 80% | 20% | 791 | 198
2012-13,General,302,Unknown,16,48676.0,5237.0,43438.0,"16 | 48,676 | 5,237 | 43,438"
2012-13,General,302,Unknown,20,47270.0,5220.0,42051.0,"20 | 47,270 | 12% | 88% | 5,220 | 42,051"
2012-13,General,303,Unknown,,,33.0,,) | n 3 | kV & | 33 | g cost
2012-13,General,303,33 kV,,731.0,9879.0,82.0,"33 kV | 731 | 9,879 | 11.2% | 82 | 82 | 0.08"
2012-13,General,303,11/22 kV,,2923.0,29629.0,246.0,"11/22 kV | 2,923 | 29,629 | 33.7% | 37.9% | 246 | 1,109 | 1,355 | 0.46"
2012-13,General,303,LT level,,1566.0,48463.0,403.0,"LT level | 1,566 | 48,463 | 55.1% | 62.1% | 403 | 1,814 | 1,566 | 3,783 | 0.78"
2012-13,General,303,Total,,5220.0,87971.0,731.0,"Total | 5,220 | 87,971 | 100.0% | 100.0% | 731 | 2,923 | 1,566 | 5,220 | 0.59"
2012-13,General,303,33 kV,,82.0,1312.0,52.0,"33 kV | 6.00% | 82 | 1,312 | 52 | 0.11"
2012-13,General,303,11/22 kV,,1355.0,3937.0,287.0,"11/22 kV | 9.00% | 1,355 | 3,937 | 287 | 0.60"
2012-13,General,303,LT level,,3783.0,6439.0,490.0,"LT level | 12.50% | 3,783 | 6,439 | 490 | 1.03"
2012-13,General,303,Total,,5220.0,11688.0,372.0,"Total | 5,220 | 11,688 | 372 | 0.78"
2012-13,LT_Commercial,304,33 kV,,,0.11,,33 kV | 0.11 | 6%
2012-13,LT_Commercial,304,22 kV/ 11 kV,,,0.6,,22 kV/ 11 kV | 0.60 | 9%
2012-13,LT_Commercial,304,LT level,,,1.03,,LT level | 1.03 | 12.5%
2012-13,LT_Commercial,304,1,,,0.95,,1 | 0.951 to 0.954 | 0.95 | 0%
2012-13,LT_Commercial,304,2,,,0.96,,2 | 0.955 to 0.964 | 0.96 | 1%
2012-13,LT_Commercial,304,3,,,0.97,,3 | 0.965 to 0.974 | 0.97 | 2%
2012-13,LT_Commercial,304,4,,,0.98,,4 | 0.975 to 0.984 | 0.98 | 3%
2012-13,LT_Commercial,304,5,,,0.99,,5 | 0.985 to 0.994 | 0.99 | 5%
2012-13,LT_Commercial,304,6,,,1.0,,6 | 0.995 to 1.000 | 1.00 | 7%
2012-13,LT_Commercial,305,1,,,0.9,,1 | 0.895 to 0.900 | 0.90 | 0%
2012-13,LT_Commercial,305,2,,,0.89,,2 | 0.885 to 0.894 | 0.89 | 2%
2012-13,LT_Commercial,305,3,,,0.88,,3 | 0.875 to 0.884 | 0.88 | 3%
2012-13,LT_Commercial,305,4,,,0.87,,4 | 0.865 to 0.874 | 0.87 | 4%
2012-13,LT_Commercial,305,5,,,0.86,,5 | 0.855 to 0.864 | 0.86 | 5%
2012-13,LT_Commercial,305,6,,,0.85,,6 | 0.845 to 0.854 | 0.85 | 6%
2012-13,LT_Commercial,305,7,,,0.84,,7 | 0.835 to 0.844 | 0.84 | 7%
2012-13,LT_Commercial,305,8,,,0.83,,8 | 0.825 to 0.834 | 0.83 | 8%
2012-13,LT_Commercial,305,9,,,0.82,,9 | 0.815 to 0.824 | 0.82 | 9%
2012-13,LT_Commercial,305,10,,,0.81,,10 | 0.805 to 0.814 | 0.81 | 10%
2012-13,LT_Commercial,306,1,,,12.0,,1 | Payment after due date up to 3 months ( 0-3) | 12
2012-13,LT_Commercial,306,2,,,15.0,,2 | Payment made after 3 months and before 6 months (3- 6) | 15
2012-13,LT_Commercial,306,3,,,18.0,,3 | Payment made after 6 months (>6) | 18
2012-13,LT_Residential,315,BPL Category,,10.0,0.76,,BPL Category | 10.00 | 0.76
2012-13,LT_Residential,318,0 to 200 units per month,,190.0,5.85,,0 to 200 units per month | 190.00 | 5.85
2012-13,LT_Residential,318,Above 200 units per month (only balance consumption),,190.0,8.38,,Above 200 units per month (only balance consumption) | 190.00 | 8.38
2012-13,LT_Residential,318,(B) > 20 kW and <= 50 kW,,190.0,8.44,,(B) > 20 kW and <= 50 kW | 190.00 | 8.44
2012-13,LT_Residential,318,(C) > 50 kW,,190.0,10.91,,(C) > 50 kW | 190.00 | 10.91
2012-13,LT_Commercial,319,(A) 0 - 20 kW,,50.0,2.35,,(A) 0 - 20 kW | 50.00 | 2.35
2012-13,LT_Commercial,319,(B) >20 kW and <= 40 kW,,60.0,3.11,,(B) >20 kW and <= 40 kW | 60.00 | 3.11
2012-13,LT_Commercial,319,(C) >40 kW and <= 50 kW,,90.0,4.2,,(C) >40 kW and <= 50 kW | 90.00 | 4.20
2012-13,LT_Agriculture,320,Unknown,,,295.0,,(a) 0-5 HP | 295.00
2012-13,LT_Agriculture,320,Unknown,,,325.0,,(b) Above 5 HP | 325.00
2012-13,LT_Agriculture,320,Unknown,,,240.0,,(a) 0-5 HP | 240.00
2012-13,LT_Agriculture,320,Unknown,,,265.0,,(b) Above 5 HP | 265.00
2012-13,LT_Agriculture,320,Unknown,,20.0,2.1,,Metered Tariff (including Poultry Farms) | 20.00 | 2.10
2012-13,LT_Industry,321,Unknown,,,5.06,,(A) 0 - 20 kW (upto and including 27 HP) | Rs. 190 per connection per month | 5.06
2012-13,LT_Industry,321,Unknown,,,7.01,,(B) Above 20 kW (above 27 HP) | Rs. 130 per kVA per month | 7.01
2012-13,LT_Industry,321,Unknown,,,-100.0,,2200 Hrs-0600 Hrs | -100
2012-13,LT_Industry,321,Unknown,,,0.0,,0600 Hrs-0900 Hrs & 1200 Hrs-1800 Hrs | 0
2012-13,LT_Industry,321,Unknown,,,80.0,,0900 Hrs-1200 Hrs | 80
2012-13,LT_Industry,321,Unknown,,,110.0,,1800 Hrs-2200 Hrs | 110
2012-13,LT_Residential,322,Unknown,,40.0,4.12,,"(A) Grampanchayat, A, B & C Class Municipal Council | 40.00 | 4.12"
2012-13,LT_Residential,322,Unknown,,40.0,5.0,,(B) Municipal Corporation Areas | 40.00 | 5.00
2012-13,LT_Residential,323,LT VII (A) – All Units,,250.0,3.27,,LT VII (A) – All Units | 250.00 | 3.27
2012-13,LT_Residential,323,LT VII (B) – All Units,,310.0,15.07,,LT VII (B) – All Units | 310.00 | 15.07
2012-13,LT_Residential,324,Advertisements and hoardings (All Units),,500.0,20.77,,Advertisements and hoardings (All Units) | 500.00 | 20.77
2012-13,LT_Residential,324,Crematorium & Burial (LT-IX) - All units,,250.0,3.37,,Crematorium & Burial (LT-IX) - All units | 250.00 | 3.37
2012-13,General,325,0-200 units,,190.0,5.36,,0-200 units | 190.00 | 5.36
2012-13,General,325,Above 200 units,,190.0,7.88,,Above 200 units | 190.00 | 7.88
2012-13,General,325,(B) > 20 kW and ≤ 50 kW,,190.0,7.79,,(B) > 20 kW and ≤ 50 kW | 190.00 | 7.79
2012-13,General,325,(C) > 50 kW,,190.0,8.24,,(C) > 50 kW | 190.00 | 8.24
2012-13,LT_Residential,327,Continuous Industry (on express feeder),,190.0,7.01,,Continuous Industry (on express feeder) | 190.00 | 7.01
2012-13,LT_Residential,327,Non-continuous Industry (not on express feeder),,190.0,6.33,,Non-continuous Industry (not on express feeder) | 190.00 | 6.33
2012-13,LT_Residential,327,Seasonal Industry,,190.0,7.79,,Seasonal Industry | 190.00 | 7.79
2012-13,LT_Residential,328,Unknown,,190.0,10.45,,(A) Express Feeders | 190.00 | 10.45
2012-13,HT_Commercial,329,Unknown,,,9.83,,(B) Non-express feeders | 190.00 | 9.83
2012-13,HT_Commercial,329,Unknown,,,7.81,,HT III - Railway Traction | 7.81
2012-13,HT_Commercial,329,Unknown,,,5.05,,Express Feeders | 190.00 | 5.05
2012-13,HT_Commercial,329,Unknown,,,4.73,,Non- Express Feeders | 4.73
2012-13,LT_Residential,330,HT V - Agriculture (All Units),,30.0,2.88,,HT V - Agriculture (All Units) | 30.00 | 2.88
2012-13,LT_Residential,331,Unknown,,160.0,4.82,,Group Housing Society | 160.00 | 4.82
2012-13,LT_Residential,331,Unknown,,,8.21,,Commercial Complex | 8.21
2012-13,LT_Commercial,332,HT VIII (A) – Temporary supply religious,,250.0,3.27,,HT VIII (A) – Temporary supply religious | 250.00 | 3.27
2012-13,LT_Commercial,332,HT VIII (B) – Temporary supply others,,250.0,12.82,,HT VIII (B) – Temporary supply others | 250.00 | 12.82
2012-13,LT_Commercial,332,Unknown,,190.0,8.21,,(A) Express Feeders | 190.00 | 8.21
2012-13,LT_Commercial,332,Unknown,,190.0,7.65,,(B) Non-express feeders | 190.00 | 7.65
