FY,Section,Page,Category,Units,Fixed_Charge,Energy_Charge,Wheeling_Charge,Raw_Row
2024-25,LT_StreetLight,352,MSEDCL Excl. D.F. Total sales,,119217.0,121975.0,,"MSEDCL Excl. D.F. Total sales | 1,19,217 | 1,21,975"
2024-25,LT_StreetLight,352,Sales excl. DF,"120,843",123787.0,119217.0,125785.0,"Sales excl. DF | 120,843 | 123,787 | 119,217 | 125,785 | 127,413 | 121,975"
2024-25,LT_StreetLight,352,Sales (Bhiwandi DF),3759,3462.0,3425.0,3938.0,Sales (Bhiwandi DF) | 3759 | 3462 | 3425 | 3938 | 3567 | 3492
2024-25,LT_StreetLight,352,Sales (Malegaon DF),,764.0,754.0,787.0,Sales (Malegaon DF) | 764 | 754 | 787 | 767
2024-25,LT_StreetLight,352,Sales (Thane DF),,562.0,558.0,580.0,Sales (Thane DF) | 562 | 558 | 580 | 571
2024-25,LT_StreetLight,352,Total Sales,"124,602",128575.0,123955.0,129723.0,"Total Sales | 124,602 | 128,575 | 123,955 | 129,723 | 132,347 | 126,805"
2024-25,General,353,Add: Category wise sales in DF area (Bhiwandi),"3,759.30",3462.25,3937.88,3567.35,"Add: Category wise sales in DF area (Bhiwandi) | 3,759.30 | 3,462.25 | 3,937.88 | 3,567.35"
2024-25,General,353,Add: Category wise sales in DF area (Malegaon),,764.06,787.01,,Add: Category wise sales in DF area (Malegaon) | 764.06 | 787.01
2024-25,General,353,Add: Category wise sales in DF area (Thane),,562.41,579.78,,Add: Category wise sales in DF area (Thane) | 562.41 | 579.78
2024-25,General,353,Energy Sales including DF,"1,24,601.88",128575.37,129723.38,132347.02,"Energy Sales including DF | 1,24,601.88 | 1,28,575.37 | 1,29,723.38 | 1,32,347.02"
2024-25,General,353,Add: OA Sales (Conventional),"3,983.40",4863.0,3983.4,5106.0,"Add: OA Sales (Conventional) | 3,983.40 | 4,863.00 | 3,983.40 | 5,106.00"
2024-25,General,353,Add: OA Sales (Non- Conventional),859.40,2825.0,859.4,3826.0,"Add: OA Sales (Non- Conventional) | 859.40 | 2,825.00 | 859.40 | 3,826.00"
2024-25,General,353,Add: Energy Sales due to surplus,"1,246.02",1297.23,0.08,,"Add: Energy Sales due to surplus | 1,246.02 | (0.03) | 1,297.23 | 0.08"
2024-25,General,353,Total Energy Sales,"1,30,690.69",136263.34,135863.41,141279.11,"Total Energy Sales | 1,30,690.69 | 1,36,263.34 | 1,35,863.41 | 1,41,279.11"
2024-25,LT_Agriculture,354,1,,27939.0,34151.0,28498.0,"1 | LT Agriculture Sales (Including D.F) | a | MU | 27,939 | 34,151 | 28,498 | 35,073"
2024-25,LT_Agriculture,354,2,,50919.0,48949.0,53747.0,"2 | LT Sales excluding Agriculture sales (including D.F) | b | MU | 50,919 | 48,949 | 53,747 | 50,504"
2024-25,LT_Agriculture,354,3,,34160.0,32259.0,35452.0,"3 | HT Sales excluding EHV level sales (including D.F) | c | MU | 34,160 | 32,259 | 35,452 | 33,178"
2024-25,LT_Agriculture,354,4,,113018.0,115359.0,117698.0,"4 | Total Sales including D.F (Excluding EHV Sales) | d = a+b+c | MU | 1,13,018 | 1,15,359 | 1,17,698 | 1,18,754"
2024-25,LT_Agriculture,354,5,,859.0,2825.0,859.0,"5 | OA Sales (Renewables) | e | MU | 859 | 2,825 | 859 | 3,826"
2024-25,LT_Agriculture,354,6,,3983.0,4863.0,3983.0,"6 | OA Sales (Conventional) | f | MU | 3,983 | 4,863 | 3,983 | 5,106"
2024-25,LT_Agriculture,354,7,,117860.0,123041.0,122540.0,"7 | Retail Energy Sale to Consumers (Excluding EHV Sales) | A=d+e+f | MU | 1,17,860 | 1,23,041 | 1,22,540 | 1,27,686"
2024-25,LT_Agriculture,354,8,,1246.0,-0.0,1297.0,"8 | Sale due to Surplus energy Traded | B=1%(d+t) | MU | 1,246 | -0 | 1,297 | 0"
2024-25,LT_Agriculture,354,9,,119106.0,123047.0,123838.0,"9 | Retail Energy Sale to Consumers (Excluding EHV Sales) | C= A+B | MU | 1,19,106 | 1,23,047 | 1,23,838 | 1,27,686"
2024-25,LT_Agriculture,354,10,,148759.0,152757.0,153204.0,"10 | Total Power Purchase | D= g+h | MU | 1,48,759 | 1,52,757 | 1,53,204 | 1,55,469"
2024-25,LT_Agriculture,354,11,,107573.0,111694.0,112105.0,"11 | Power Purchase Quantum from Intra-State sources | g | MU | 1,07,573 | 1,11,694 | 1,12,105 | 1,17,200"
2024-25,LT_Agriculture,354,12,,41186.0,41063.0,41099.0,"12 | Power Purchase Quantum from Inter-State sources | h | MU | 41,186 | 41,063 | 41,099 | 38,268"
2024-25,LT_Agriculture,354,14,,39907.0,39788.0,39823.0,"14 | Power Purchase Quantum from Inter-State sources at MS Periphery | j =h*(1-i) | MU | 39,907 | 39,788 | 39,823 | 37,080"
2024-25,LT_Agriculture,354,16,,147480.0,151.482,151928.0,"16 | Power Quantum handled at Maharashtra Periphery | k = g+j | MU | 1,47,480 | 1,51.482 | 1,51,928 | 1,54,280"
2024-25,LT_Agriculture,354,17,,888.0,2920.0,888.0,"17 | Infirm Non-PPA Wind Power | l =e/(1-q) | MU | 888 | 2,920 | 888 | 3,954"
2024-25,LT_Agriculture,354,18,,4114.0,5023.0,4114.0,"18 | Input for OA Consumption | m=f/(1-q) | MU | 4,114 | 5,023 | 4,114 | 5,274"
2024-25,LT_Agriculture,354,19,,151909.0,159425.0,156357.0,"19 | Total Power Purchase Quantum Handled | n =k+l+m- v | MU | 1,51,909 | 1,59,425 | 1,56,357 | 1,63,508"
2024-25,LT_Agriculture,354,20,,1241.0,-0.0,1297.0,"20 | Surplus Power Traded | o =B | MU | 1,241 | -0 | 1,297 | 0"
2024-25,LT_Agriculture,354,21,,150663.0,159425.0,155059.0,"21 | Energy Requirement at G<>T Periphery | p=n-o | MU | 1,50,663 | 1,59,425 | 1,55,059 | 1,63,508"
2024-25,General,356,Sales at > 66 kV (EHV Sales),"11,584",13217.0,13778.0,12026.0,"Sales at > 66 kV (EHV Sales) | 11,584 | 13,217 | 13,778 | 12,026 | 13,593 | 14,185"
2024-25,General,356,HT Sales (Excl. EHV),"34,160",32259.0,33518.0,35452.0,"HT Sales (Excl. EHV) | 34,160 | 32,259 | 33,518 | 35,452 | 33,178 | 34,446"
2024-25,General,356,LT Sales (Excl. AG Sales),"50,919",48708.0,49254.0,53747.0,"LT Sales (Excl. AG Sales) | 50,919 | 48,708 | 49,254 | 53,747 | 50,244 | 50,381"
2024-25,General,356,LT AG Sales,"27,939",34392.0,27405.0,28498.0,"LT AG Sales | 27,939 | 34,392 | 27,405 | 28,498 | 35.332 | 27,792"
2024-25,General,356,LT Sales - Total,"78,858",83100.0,76659.0,82245.0,"LT Sales - Total | 78,858 | 83,100 | 76,659 | 82,245 | 85,576 | 78,173"
2024-25,General,356,Total Sales Incl. DF,"124,602",128575.0,123955.0,129723.0,"Total Sales Incl. DF | 124,602 | 128,575 | 123,955 | 129,723 | 132,347 | 126,805"
2024-25,General,356,Add: OA Sales (Conventional),"3,983",4863.0,4863.0,3983.0,"Add: OA Sales (Conventional) | 3,983 | 4,863 | 4,863 | 3,983 | 5,106 | 5,106"
2024-25,General,356,Add: OA Sales (Non- Conventional),859,2825.0,2825.0,859.0,"Add: OA Sales (Non- Conventional) | 859 | 2,825 | 2,825 | 859 | 3,826 | 3,826"
2024-25,General,356,Add: Energy Sales due to surplus,"1,246",1297.0,0.08,,"Add: Energy Sales due to surplus | 1,246 | (0.03) | (0.38) | 1,297 | 0.08 | (0.13)"
2024-25,General,356,Total Energy Sales,"1,30,691",135263.0,117865.0,135863.0,"Total Energy Sales | 1,30,691 | 1,35,263 | 1,17,865 | 1,35,863 | 1,41,279 | 1,21,552"
2024-25,LT_Agriculture,357,Sr. No.,LT Agriculture Sales (Including D.F),27939.0,34151.0,27164.0,"1 | LT Agriculture Sales (Including D.F) | a | MU | 27,939 | 34,151 | 27,164"
2024-25,LT_Agriculture,357,Sr. No.,LT Sales excluding Agriculture Sales (Incl. D.F),50919.0,48949.0,49.495,"2 | LT Sales excluding Agriculture Sales (Incl. D.F) | b | MU | 50,919 | 48,949 | 49.495"
2024-25,LT_Agriculture,357,Sr. No.,HT Sales excluding EHV level sales (Incl. D.F),34160.0,32259.0,33518.0,"3 | HT Sales excluding EHV level sales (Incl. D.F) | c | MU | 34,160 | 32,259 | 33,518"
2024-25,LT_Agriculture,357,Sr. No.,Total Sales including D.F (Excl. EHV Sales),113018.0,115359.0,110178.0,"4 | Total Sales including D.F (Excl. EHV Sales) | d=a+b+c | MU | 1,13,018 | 1,15,359 | 1,10,178"
2024-25,LT_Agriculture,357,Sr. No.,OA Sales (Renewables),859.0,2825.0,2825.0,"5 | OA Sales (Renewables) | e | MU | 859 | 2,825 | 2,825"
2024-25,LT_Agriculture,357,Sr. No.,OA Sales (Conventional),3983.0,4863.0,4863.0,"6 | OA Sales (Conventional) | f | MU | 3,983 | 4,863 | 4,863"
2024-25,LT_Agriculture,357,Sr. No.,Retail Energy Sale to Consumers (Excl. EHV Sales),117860.0,123047.0,117866.0,"7 | Retail Energy Sale to Consumers (Excl. EHV Sales) | A=d+e+f | MU | 1,17,860 | 1,23,047 | 1,17,866"
2024-25,LT_Agriculture,357,Sr. No.,Sale due to Surplus Energy Traded,1246.0,0.0,0.0,"8 | Sale due to Surplus Energy Traded | B=1%*(d+t) | MU | 1,246 | 0 | 0"
2024-25,LT_Agriculture,357,Sr. No.,Retail Energy Sale including surplus traded (Excl. EHV Sales),119106.0,123047.0,117865.0,"9 | Retail Energy Sale including surplus traded (Excl. EHV Sales) | C=A+B | MU | 1,19,106 | 1,23,047 | 1,17,865"
2024-25,LT_Agriculture,357,Sr. No.,Total Power Purchase,148759.0,152757.0,146395.0,"10 | Total Power Purchase | D=g+h | MU | 1,48,759 | 1,52,757 | 1,46,395"
2024-25,LT_Agriculture,357,Sr. No.,Power Purchase Quantum from Intra-State sources,107573.0,111694.0,109124.0,"11 | Power Purchase Quantum from Intra-State sources | g | MU | 1,07,573 | 1,11,694 | 1,09,124"
2024-25,LT_Agriculture,357,Sr. No.,Power Purchase Quantum from Inter-State sources,41186.0,41063.0,37270.0,"12 | Power Purchase Quantum from Inter-State sources | h | MU | 41,186 | 41,063 | 37,270"
2024-25,LT_Agriculture,357,Sr. No.,Power Purchase Quantum from Inter-State sources at MS Periphery,39907.0,39788.0,35947.0,"14 | Power Purchase Quantum from Inter-State sources at MS Periphery | j=h*(1-i) | MU | 39,907 | 39,788 | 35,947"
2024-25,LT_Agriculture,357,Sr. No.,Add: FBSM,,841.0,,Add: FBSM | MU | 841
2024-25,LT_Agriculture,357,Sr. No.,Power Quantum handled at Maharashtra Periphery,147480.0,151482.0,145913.0,"15 | Power Quantum handled at Maharashtra Periphery | k=g+j | MU | 1,47,480 | 1,51,482 | 1,45,913"
2024-25,LT_Agriculture,357,Sr. No.,Infirm Non-PPA Wind Power,888.0,2920.0,2920.0,"16 | Infirm Non-PPA Wind Power | l=e/(1-q) | MU | 888 | 2,920 | 2,920"
2024-25,LT_Agriculture,357,Sr. No.,Input for OA Consumption,4114.0,5023.0,5023.0,"17 | Input for OA Consumption | m=f/(1-q) | MU | 4,114 | 5,023 | 5,023"
2024-25,LT_Agriculture,357,Sr. No.,Total Power Purchase Quantum Handled,151909.0,159425.0,153855.0,"18 | Total Power Purchase Quantum Handled | n=k+l+m-v | MU | 1,51,909 | 1,59,425 | 1,53,855"
2024-25,LT_Agriculture,357,Sr. No.,Energy Requirement at G<>T Periphery,150663.0,159425.0,153856.0,"20 | Energy Requirement at G<>T Periphery | p=n-o | MU | 1,50,663 | 1,59,425 | 1,53,856"
2024-25,LT_Agriculture,357,Sr. No.,Intra-State Transmission Loss,4789.0,5067.0,4890.0,"22 | Intra-State Transmission Loss | r=p*q | MU | 4,789 | 5,067 | 4,890"
2024-25,LT_Agriculture,357,Sr. No.,Net Energy requirement at T<>D Periphery,145874.0,154357.0,148965.0,"23 | Net Energy requirement at T<>D Periphery | s=p-r | MU | 1,45,874 | 1,54,357 | 1,48,965"
2024-25,LT_Agriculture,357,Sr. No.,EHV Sales,11584.0,13217.0,13778.0,"24 | EHV Sales | t | MU | 11,584 | 13,217 | 13,778"
2024-25,LT_Agriculture,357,Sr. No.,Net Energy Available for Sale at 33kV,134290.0,141141.0,135188.0,"25 | Net Energy Available for Sale at 33kV | u=s-t | MU | 1,34,290 | 1,41,141 | 1,35,188"
2024-25,LT_Agriculture,357,Sr. No.,Total Energy Available for Sale at 33kV,134863.0,140236.0,134283.0,"27 | Total Energy Available for Sale at 33kV | E=u+v | MU | 1,34,863 | 1,40,236 | 1,34,283"
2024-25,LT_Agriculture,357,Sr. No.,Energy Available for Sale including Surplus traded (excluding OA Sales),131107.0,132548.0,126595.0,"28 | Energy Available for Sale including Surplus traded (excluding OA Sales) | # F=E-l-m+o | MU | 1,31,107 | 1,32,548 | 1,26,595"
2024-25,LT_Agriculture,357,Sr. No.,Distribution Loss (Excl. EHV Sales and OA Sales),17002.0,17189.0,16417.0,"29 | Distribution Loss (Excl. EHV Sales and OA Sales) | # G=E-A | MU | 17,002 | 17,189 | 16,417"
2024-25,LT_Agriculture,358,Sr. No.,LT Agriculture Sales (Including D.F),28498.0,35073.0,27533.0,"1 | LT Agriculture Sales (Including D.F) | a | MU | 28,498 | 35,073 | 27,533"
2024-25,LT_Agriculture,358,Sr. No.,LT Sales excluding Agriculture Sales (Incl. D.F),53747.0,50504.0,50640.0,"2 | LT Sales excluding Agriculture Sales (Incl. D.F) | b | MU | 53,747 | 50,504 | 50,640"
2024-25,LT_Agriculture,358,Sr. No.,HT Sales excluding EHV level sales (Incl. D.F),35452.0,33178.0,34446.0,"3 | HT Sales excluding EHV level sales (Incl. D.F) | c | MU | 35,452 | 33,178 | 34,446"
2024-25,LT_Agriculture,358,Sr. No.,Total Sales including D.F (Excl. EHV Sales),117698.0,118754.0,112620.0,"4 | Total Sales including D.F (Excl. EHV Sales) | d=a+b+c | MU | 1,17,698 | 1,18,754 | 1,12,620"
2024-25,LT_Agriculture,358,Sr. No.,OA Sales (Renewables),859.0,3826.0,3826.0,"5 | OA Sales (Renewables) | e | MU | 859 | 3,826 | 3,826"
2024-25,LT_Agriculture,358,Sr. No.,OA Sales (Conventional),3983.0,5106.0,5106.0,"6 | OA Sales (Conventional) | f | MU | 3,983 | 5,106 | 5,106"
2024-25,LT_Agriculture,358,Sr. No.,Retail Energy Sale to Consumers (Excl. EHV Sales),122540.0,127686.0,121552.0,"7 | Retail Energy Sale to Consumers (Excl. EHV Sales) | A=d+e+f | MU | 1,22,540 | 1,27,686 | 1,21,552"
2024-25,LT_Agriculture,358,Sr. No.,Sale due to Surplus Energy Traded,1297.0,0.0,0.0,"8 | Sale due to Surplus Energy Traded | B=1%*(d+t) | MU | 1,297 | 0 | 0"
2024-25,LT_Agriculture,358,Sr. No.,Retail Energy Sale including surplus traded (Excl. EHV Sales),123838.0,127686.0,121552.0,"9 | Retail Energy Sale including surplus traded (Excl. EHV Sales) | C=A+B | MU | 1,23,838 | 1,27,686 | 1,21,552"
2024-25,LT_Agriculture,358,Sr. No.,Total Power Purchase,153204.0,155469.0,148137.0,"10 | Total Power Purchase | D=g+h | MU | 1,53,204 | 1,55,469 | 1,48,137"
2024-25,LT_Agriculture,358,Sr. No.,Power Purchase Quantum from Intra-State sources,112105.0,117200.0,112459.0,"11 | Power Purchase Quantum from Intra-State sources | g | MU | 1,12,105 | 1,17,200 | 1,12,459"
2024-25,LT_Agriculture,358,Sr. No.,Power Purchase Quantum from Inter-State sources,41099.0,38268.0,35678.0,"12 | Power Purchase Quantum from Inter-State sources | h | MU | 41,099 | 38,268 | 35,678"
2024-25,LT_Agriculture,358,Sr. No.,Power Purchase Quantum from Inter-State sources at MS Periphery,39823.0,37080.0,34411.0,"14 | Power Purchase Quantum from Inter-State sources at MS Periphery | j=h*(1-i) | MU | 39,823 | 37,080 | 34,411"
2024-25,LT_Agriculture,358,Sr. No.,Add: FBSM,,826.0,,Add: FBSM | MU | 826
2024-25,LT_Agriculture,358,Sr. No.,Power Quantum handled at Maharashtra Periphery,151928.0,154280.0,147696.0,"15 | Power Quantum handled at Maharashtra Periphery | k=g+j | MU | 1,51,928 | 1,54,280 | 1,47,696"
2024-25,LT_Agriculture,358,Sr. No.,Infirm Non-PPA Wind Power,888.0,3954.0,3954.0,"16 | Infirm Non-PPA Wind Power | l=e/(1-q) | MU | 888 | 3,954 | 3954"
2024-25,LT_Agriculture,358,Sr. No.,Input for OA Consumption,4114.0,5274.0,5274.0,"17 | Input for OA Consumption | m=f/(1-q) | MU | 4,114 | 5,274 | 5274"
2024-25,LT_Agriculture,358,Sr. No.,Total Power Purchase Quantum Handled,156357.0,163508.0,156923.0,"18 | Total Power Purchase Quantum Handled | n=k+l+m-v | MU | 1,56,357 | 1,63,508 | 1,56,923"
2024-25,LT_Agriculture,358,Sr. No.,Energy Requirement at G<>T Periphery,155059.0,163508.0,156923.0,"20 | Energy Requirement at G<>T Periphery | p=n-o | MU | 1,55,059 | 1,63,508 | 1,56,923"
2024-25,LT_Agriculture,358,Sr. No.,Intra-State Transmission Loss,4929.0,5197.0,4988.0,"22 | Intra-State Transmission Loss | r=p*q | MU | 4,929 | 5,197 | 4988"
2024-25,LT_Agriculture,358,Sr. No.,Net Energy requirement at T<>D Periphery,150131.0,158310.0,151935.0,"23 | Net Energy requirement at T<>D Periphery | s=p-r | MU | 1,50,131 | 1,58,310 | 1,51,935"
2024-25,LT_Agriculture,358,Sr. No.,EHV Sales,12026.0,13593.0,14185.0,"24 | EHV Sales | t | MU | 12,026 | 13,593 | 14,185"
2024-25,LT_Agriculture,358,Sr. No.,Net Energy Available for Sale at 33kV,138105.0,144718.0,137750.0,"25 | Net Energy Available for Sale at 33kV | u=s-t | MU | 1,38,105 | 1,44,718 | 1,37,750"
2024-25,LT_Agriculture,358,Sr. No.,Total Energy Available for Sale at 33kV,138678.0,143813.0,136845.0,"27 | Total Energy Available for Sale at 33kV | E=u+v | MU | 1,38,678 | 1,43,813 | 1,36,845"
2024-25,General,362,Solar (MW),,4351.0,6933.0,8448.0,Solar (MW) | 4351 | 6933 | 8448
2024-25,General,362,Wind (MW),,3988.0,3865.0,3902.0,Wind (MW) | 3988 | 3865 | 3902
2024-25,General,362,Bagasse (MW),,2931.0,3000.0,3000.0,Bagasse (MW) | 2931 | 3000 | 3000
2024-25,General,362,Biomass (MW),,87.0,77.0,77.0,Biomass (MW) | 87 | 77 | 77
2024-25,General,362,MSW (MW),,4.0,17.0,17.0,MSW (MW) | 4 | 17 | 17
2024-25,General,362,SHP (MW),,332.0,334.0,334.0,SHP (MW) | 332 | 334 | 334
2024-25,General,364,MSPGCL,"51,351",62333.57,10981.63,22206.0,"MSPGCL | 51,351 | 62,333.57 | 10,981.63 | 22,206 | 29,649.02 | 7,443.42 | 4.32 | 4.76 | 0.43"
2024-25,General,364,NTPC,"28,344",29633.56,1288.56,11368.0,"NTPC | 28,344 | 29,633.56 | 1,288.56 | 11,368 | 12,239.15 | 871.15 | 4.01 | 4.13 | 0.12"
2024-25,General,364,NPCIL,"4,946",4372.52,1515.0,1389.0,"NPCIL | 4,946 | 4,372.52 | (573.22) | 1,515 | 1,389 | (125.60) | 3.06 | 3.18 | 0.11"
2024-25,General,364,SSP,"1,213",451.66,249.0,92.6,"SSP | 1,213 | 451.66 | (761.34) | 249 | 92.60 | (156.40) | 2.05 | 2.05 | (0.00)"
2024-25,General,364,Pench,137,96.75,28.0,19.83,Pench | 137 | 96.75 | (40.25) | 28 | 19.83 | (8.17) | 2.04 | 2.05 | 0.01
2024-25,General,364,Subhansari,,321.93,321.93,144.87,Subhansari | 321.93 | 321.93 | 144.87 | 144.87 | 4.50 | 4.50
2024-25,General,364,Dodson,116,31.78,28.0,19.83,Dodson | 116 | 31.78 | (84.22) | 28 | 19.83 | (7.85) | 2.39 | 6.26 | 3.87
2024-25,General,364,JSW,"1,462",663.0,164.67,4.53,"JSW | 1,462 | (1,462.74) | 663 | 164.67 | (498.33) | 4.53 | (4.53)"
2024-25,General,364,CGPL,"5,172",4694.0,1685.0,2666.43,"CGPL | 5,172 | 4,694 | (477.52) | 1,685 | 2,666.43 | 981.43 | 3.26 | 5.68 | 2.42"
2024-25,General,364,APML,"21,044",12169.08,8246.0,7997.85,"APML | 21,044 | 12,169.08 | (8,874.92) | 8,246 | 7,997.85 | (270.15) | 3.92 | 6.55 | 2.64"
2024-25,General,364,GMR Warora/ EMCO,"1,374",1493.28,119.46,717.0,"GMR Warora/ EMCO | 1,374 | 1,493.28 | 119.46 | 717 | 620.98 | (95.52) | 5.22 | 4.16 | (1.06)"
2024-25,General,364,Rattan India,"1,921",8959.0,7038.87,1424.0,"Rattan India | 1,921 | 8,959 | 7,038.87 | 1,424 | 3,64.71 | 2,219.11 | 7.41 | 4.07 | (3.35)"
2024-25,General,364,Sai Wardha,,1791.9,1791.94,838.0,"Sai Wardha | 1,791.9 | 1,791.94 | 838 | 838.29 | 4.68 | 4.68"
2024-25,General,364,Renewable,"31,679",26408.9,12583.0,11859.37,"Renewable | 31,679 | 26,408.9 | (5,270.23) | 12,583 | 11,859.37 | (723.63) | 3.97 | 4.49 | 0.52"
2024-25,General,364,PGCIL,,3845.0,3845.01,0.01,"PGCIL | 3,845 | 3,845.01 | 0.01"
2024-25,General,364,Total,"1,48,759",152757.0,3998.0,64557.0,"Total | 1,48,759 | 1,52,757 | 3,998 | 64,557 | 75,168 | 8,089 | 4.34 | 4.92 | (0.62)"
2024-25,General,364,MSPGCL,"51,409",65656.0,14246.86,22516.0,"MSPGCL | 51,409 | 65,656 | 14,246.86 | 22,516 | 31,924.58 | 9,408.99 | 4.38 | 4.86 | 0.48"
2024-25,General,364,NTPC,"28,292",28759.96,467.73,11582.0,"NTPC | 28,292 | 28,759.96 | 467.73 | 11,582 | 12,145.96 | 564.34 | 4.09 | 4.22 | 0.13"
2024-25,General,364,NPCIL,"4,932",4932.43,0.2,1548.0,"NPCIL | 4,932 | 4,932.43 | 0.20 | 1,548 | 1,614.50 | 66.81 | 3.14 | 3.27 | 0.13"
2024-25,General,364,SSP,"1,210",450.824,248.0,92.43,"SSP | 1,210 | 450.824 | (759.18) | 248 | 92.43 | (155.57) | 2.05 | 2.05 | 0.00"
2024-25,General,364,Pench,137,99.557,28.0,19.79,Pench | 137 | 99.557 | (39.95) | 28 | 19.79 | (8.21) | 2.05 | 2.05 | 0.00
2024-25,General,364,Subhansari,,321.0,321.12,145.0,Subhansari | 321 | 321.12 | 145 | 144.51 | 4.50 | 4.50
2024-25,General,364,Dodson,116,31.78,33.0,25.18,Dodson | 116 | 31.78 | (83.98) | 33 | 25.18 | (7.75) | 2.85 | 7.92 | 5.08
2024-25,General,364,JSW,652,424.0,192.64,6.5,JSW | 652 | (651.88) | 424 | 192.64 | (231.36) | 6.50 | (6.50)
2024-25,General,364,CGPL,"5,158",2218.15,1742.0,1601.02,"CGPL | 5,158 | 2,218.15 | (2,939. 74) | 1,742 | 1,601.02 | (140.98) | 3.38 | 7.22 | 3.84"
2024-25,General,364,APML,"20,986",11314.71,8169.0,7473.01,"APML | 20,986 | 11,314.71 | (9,671.65) | 8,169 | 7,473.01 | (695.99) | 3.89 | 6.60 | 2.71"
2024-25,General,364,GMR Warora/ EMCO,"1,370",1489.2,119.14,750.0,"GMR Warora/ EMCO | 1,370 | 1,489.20 | 119.14 | 750 | 637.91 | (112.09) | 5.47 | 4.28 | (1.19)"
2024-25,General,364,Rattan India,"1,831",8935.2,7104.2,1413.0,"Rattan India | 1,831 | 8,935.20 | 7,104.20 | 1,413 | 3,744 | 2,330.69 | 4.19 | 4.19"
2024-25,General,364,Sai Wardha,,1787.0,1787.04,830.47,"Sai Wardha | 1,787 | 1,787.04 | 830.47 | (830.47) | 4.65 | 4.65"
2024-25,General,364,Renewable,"37,111",29475.67,14330.0,12965.75,"Renewable | 37,111 | 29,475.67 | (7,635.69) | 14,330 | 12,965.75 | (1,364.25) | 3.86 | 4.40 | 0.54"
2024-25,General,364,PGCIL,,4037.0,4037.0,,"PGCIL | 4,037 | 4,037"
2024-25,General,365,Total,"1,53,204",155469.0,2264.0,66819.0,"Total | 1,53,204 | 1,55,469 | 2,264 | 66,819 | 77,449 | 12965.75 | 4.36 | 4.98 | 0.62"
2024-25,General,365,Energy Input Requirement at G<>T periphery (Approved in this Order),"1,46,380",,148122.0,,"Energy Input Requirement at G<>T periphery (Approved in this Order) | 1,46,380 | 148,122"
2024-25,General,365,Bhusawal - 3,1471,1310.0,1467.0,1306.0,Bhusawal - 3 | 1471 | 1310 | 1467 | 1306
2024-25,General,365,Chandrapur - 3 To 7,11458,10564.0,11427.0,10536.0,Chandrapur - 3 To 7 | 11458 | 10564 | 11427 | 10536
2024-25,General,366,Khaparkheda -1 To 4,5507,4973.0,5492.0,4959.0,Khaparkheda -1 To 4 | 5507 | 4973 | 5492 | 4959
2024-25,General,366,Koradi – 6,1328,1185.0,1325.0,1181.0,Koradi – 6 | 1328 | 1185 | 1325 | 1181
2024-25,General,366,Nashik- 3 To 5,4427,3951.0,4415.0,3940.0,Nashik- 3 To 5 | 4427 | 3951 | 4415 | 3940
2024-25,General,366,Gtps Uran,2249,2180.0,2243.0,2174.0,Gtps Uran | 2249 | 2180 | 2243 | 2174
2024-25,General,366,Paras - 3 & 4,3676,3334.0,3666.0,3325.0,Paras - 3 & 4 | 3676 | 3334 | 3666 | 3325
2024-25,General,366,Parli Unit-6 & 7,3733,3386.0,3723.0,3377.0,Parli Unit-6 & 7 | 3733 | 3386 | 3723 | 3377
2024-25,General,366,Khaparkheda 5,3733,3509.0,3723.0,3500.0,Khaparkheda 5 | 3733 | 3509 | 3723 | 3500
2024-25,General,366,Bhusawal 4 & 5,7466,7018.0,7446.0,6999.0,Bhusawal 4 & 5 | 7466 | 7018 | 7446 | 6999
2024-25,General,366,Koradi 8 To 10,12468,11720.0,12433.0,11687.0,Koradi 8 To 10 | 12468 | 11720 | 12433 | 11687
2024-25,General,366,Chandrapur 8 & 9,7466,7018.0,7446.0,6999.0,Chandrapur 8 & 9 | 7466 | 7018 | 7446 | 6999
2024-25,General,366,Parli Replacement U 8,1867,1708.0,1862.0,1703.0,Parli Replacement U 8 | 1867 | 1708 | 1862 | 1703
2024-25,General,366,Total,"66,850",61856.0,66668.0,61687.0,"Total | 66,850 | 61,856 | 66,668 | 61,687"
2024-25,General,366,Bhusawal - 3,4.408,173.17,4.461,177.83,Bhusawal - 3 | 4.408 | 173.17 | 4.461 | 177.83
2024-25,General,366,Chandrapur - 3 To 7,4.103,980.93,4.097,1134.32,Chandrapur - 3 To 7 | 4.103 | 980.93 | 4.097 | 1134.32
2024-25,General,366,Khaparkheda -1 To 4,4.197,601.72,4.218,641.37,Khaparkheda -1 To 4 | 4.197 | 601.72 | 4.218 | 641.37
2024-25,General,366,Koradi – 6,3.319,298.53,3.368,308.26,Koradi – 6 | 3.319 | 298.53 | 3.368 | 308.26
2024-25,General,366,Nashik- 3 To 5,4.647,471.53,4.641,492.51,Nashik- 3 To 5 | 4.647 | 471.53 | 4.641 | 492.51
2024-25,General,366,Gtps Uran,6.760,122.34,6.76,127.51,Gtps Uran | 6.760 | 122.34 | 6.760 | 127.51
2024-25,General,366,Paras - 3 & 4,3.483,457.21,3.51,562.63,Paras - 3 & 4 | 3.483 | 457.21 | 3.510 | 562.63
2024-25,General,366,Parli Unit-6 & 7,5.100,462.65,5.096,482.26,Parli Unit-6 & 7 | 5.100 | 462.65 | 5.096 | 482.26
2024-25,General,366,Khaparkheda 5,4.007,548.63,4.019,578.71,Khaparkheda 5 | 4.007 | 548.63 | 4.019 | 578.71
