FY,Section,Page,Category,Units,Fixed_Charge,Energy_Charge,Wheeling_Charge,Raw_Row
2023-24,General,170,Subhansari Hydro,774.75,-774.75,348.64,-348.64,Subhansari Hydro | 774.75 | -774.75 | 348.64 | -348.64 | 4.50 | -4.50
2023-24,General,170,Renewable Power,"30,767.78",19781.58,-10986.19,13810.36,"Renewable Power | 30,767.78 | 19,781.58 | -10,986.19 | 13,810.36 | 8,697.32 | -4,483.05 | 4.28 | 4.40 | 0.11"
2023-24,General,170,PGCIL Charges,,3845.01,3539.07,-305.94,"PGCIL Charges | 3,845.01 | 3,539.07 | -305.94"
2023-24,General,170,FBSM/DSM,,-1967.0,-1967.0,-272.44,"FBSM/DSM | -1,967.00 | -1,967.00 | -272.44 | -272.44 | 1.39 | 1.39"
2023-24,General,170,MPEB,,10.68,10.68,8.5,MPEB | 10.68 | 10.68 | 8.50 | 8.50 | 7.96 | 7.96
2023-24,General,170,Short Term Power Purchase,,7724.53,7724.53,4357.31,"Short Term Power Purchase | 7,724.53 | 7,724.53 | 4,357.31 | 4,357.31 | 5.64 | 5.64"
2023-24,General,170,Other,,-1.56,-1.56,,Other | -1.56 | -1.56
2023-24,General,170,Total Power Purchase,"146,380.37",166970.4,20590.02,72645.25,"Total Power Purchase | 146,380.37 | 166,970.40 | 20,590.02 | 72,645.25 | 84,867.33 | 12,222.08 | 4.96 | 5.08 | 0.12"
2023-24,General,173,NTPC,"27,474.68",11224.71,4.09,39003.97,"NTPC | 27,474.68 | 11,224.71 | 4.09 | 39,003.97 | 16,294.57 | 4.18 | 39,003.97 | 16,294.57 | 4.18"
2023-24,General,173,NPCIL,"4,372.41",1389.4,3.18,5226.91,"NPCIL | 4,372.41 | 1,389.40 | 3.18 | 5,226.91 | 1,969.50 | 3.77 | 5,226.91 | 1,969.50 | 3.77"
2023-24,General,174,JSW,,164.67,1831.05,926.0,"JSW | 164.67 | 1,831.05 | 926 | 5.06 | 1,831.05 | 926.00 | 5.06"
2023-24,General,174,CGPL,"1,518.07",1189.97,7.84,4404.53,"CGPL | 1,518.07 | 1,189.97 | 7.84 | 4,404.53 | 2,206.49 | 5.01 | 4,404.53 | 2,206.49 | 5.01"
2023-24,General,174,Adani Power,"10,750.55",6811.56,6.34,20095.74,"Adani Power | 10,750.55 | 6,811.56 | 6.34 | 20,095.74 | 11,401.89 | 5.67 | 20,095.74 | 11,401.89 | 5.67"
2023-24,General,174,EMCO Power,"1,373.82",551.03,4.01,1548.97,"EMCO Power | 1,373.82 | 551.03 | 4.01 | 1,548.97 | 727.41 | 4.70 | 1,548.97 | 727.41 | 4.70"
2023-24,General,174,Rattan India,"8,242.91",3319.58,4.03,8975.78,"Rattan India | 8,242.91 | 3,319.58 | 4.03 | 8,975.78 | 3,257.13 | 3.63 | 8,975.78 | 3,257.13 | 3.63"
2023-24,General,174,Sai Wardha,"1,551.61",748.53,4.82,1967.5,"Sai Wardha | 1,551.61 | 748.53 | 4.82 | 1,967.50 | 836.77 | 4.25 | 1,967.50 | 836.77 | 4.25"
2023-24,General,176,KAPP 1 & 2,"1,123.65",420.36,3.74,1123.65,"KAPP 1 & 2 | 1,123.65 | 420.36 | 3.74 | 1,123.65 | 420.36 | 3.74"
2023-24,General,176,KAPP 3 & 4,"1,143.78",503.26,4.4,1143.78,"KAPP 3 & 4 | 1,143.78 | 503.26 | 4.40 | 1,143.78 | 503.26 | 4.40"
2023-24,General,176,TAPP 1&2,-11.50,0.11,-0.09,-11.5,TAPP 1&2 | -11.50 | 0.11 | -0.09 | -11.50 | 0.11 | -0.09
2023-24,General,176,TAPP 3&4,"2,970.97",1045.77,3.52,2970.97,"TAPP 3&4 | 2,970.97 | 1,045.77 | 3.52 | 2,970.97 | 1,045.77 | 3.52"
2023-24,General,176,SSP,921.69,188.95,2.05,921.69,SSP | 921.69 | 188.95 | 2.05 | 921.69 | 188.95 | 2.05
2023-24,General,176,Pench,122.35,25.08,2.05,122.35,Pench | 122.35 | 25.08 | 2.05 | 122.35 | 25.08 | 2.05
2023-24,General,176,Dodson II,23.47,19.01,8.1,23.47,Dodson II | 23.47 | 19.01 | 8.10 | 23.47 | 19.01 | 8.10
2023-24,General,176,Renewable - non-Solar,"10,773.89",5484.3,5.09,10773.89,"Renewable - non-Solar | 10,773.89 | 5,484.30 | 5.09 | 10,773.89 | 5,484.30 | 5.09"
2023-24,General,176,Renewable - Solar,"9,007.69",3213.02,3.57,9007.69,"Renewable - Solar | 9,007.69 | 3,213.02 | 3.57 | 9,007.69 | 3,213.02 | 3.57"
2023-24,General,176,Hydro (Ghatghar),"3,290.00",734.98,2.23,3290.0,"Hydro (Ghatghar) | 3,290.00 | 734.98 | 2.23 | 3,290.00 | 734.98 | 2.23"
2023-24,General,176,Bhusawal - 3,900.12,547.94,6.09,900.12,Bhusawal - 3 | 900.12 | 547.94 | 6.09 | 900.12 | 547.94 | 6.09
2023-24,General,176,Bhusawal - 4,"3,059.62",1652.74,5.4,3059.62,"Bhusawal - 4 | 3,059.62 | 1,652.74 | 5.40 | 3,059.62 | 1,652.74 | 5.40"
2023-24,General,176,Bhusawal - 5,"3,059.62",1652.74,5.4,3059.62,"Bhusawal - 5 | 3,059.62 | 1,652.74 | 5.40 | 3,059.62 | 1,652.74 | 5.40"
2023-24,General,176,Khaparkheda - 1 to 4,"4,169.11",2018.43,4.84,4169.11,"Khaparkheda - 1 to 4 | 4,169.11 | 2,018.43 | 4.84 | 4,169.11 | 2,018.43 | 4.84"
2023-24,General,176,Khaparkheda - 5,"3,365.22",1595.29,4.74,3365.22,"Khaparkheda - 5 | 3,365.22 | 1,595.29 | 4.74 | 3,365.22 | 1,595.29 | 4.74"
2023-24,General,176,"Nashik- 3,4 & 5","2,294.19",1495.84,6.52,2294.19,"Nashik- 3,4 & 5 | 2,294.19 | 1,495.84 | 6.52 | 2,294.19 | 1,495.84 | 6.52"
2023-24,General,176,Chandrapur - 3 to 7,"8,107.42",4042.36,4.99,8107.42,"Chandrapur - 3 to 7 | 8,107.42 | 4,042.36 | 4.99 | 8,107.42 | 4,042.36 | 4.99"
2023-24,General,176,Paras - 3,"1,616.74",769.71,4.76,1616.74,"Paras - 3 | 1,616.74 | 769.71 | 4.76 | 1,616.74 | 769.71 | 4.76"
2023-24,General,176,Paras - 4,"1,616.74",769.71,4.76,1616.74,"Paras - 4 | 1,616.74 | 769.71 | 4.76 | 1,616.74 | 769.71 | 4.76"
2023-24,General,176,Parli - 6,"1,241.20",905.56,7.3,1241.2,"Parli - 6 | 1,241.20 | 905.56 | 7.30 | 1,241.20 | 905.56 | 7.30"
2023-24,General,176,Parli - 7,"1,241.20",905.56,7.3,1241.2,"Parli - 7 | 1,241.20 | 905.56 | 7.30 | 1,241.20 | 905.56 | 7.30"
2023-24,General,176,Koradi - 6,"1,232.44",676.16,5.49,1232.44,"Koradi - 6 | 1,232.44 | 676.16 | 5.49 | 1,232.44 | 676.16 | 5.49"
2023-24,General,176,GTPS Uran,"1,724.34",1154.19,6.69,1724.34,"GTPS Uran | 1,724.34 | 1,154.19 | 6.69 | 1,724.34 | 1,154.19 | 6.69"
2023-24,General,176,Parli Replacement U 8,"1,136.16",940.71,8.28,1136.16,"Parli Replacement U 8 | 1,136.16 | 940.71 | 8.28 | 1,136.16 | 940.71 | 8.28"
2023-24,General,176,Chandrapur - 8,"3,387.08",1741.02,5.14,3387.08,"Chandrapur - 8 | 3,387.08 | 1,741.02 | 5.14 | 3,387.08 | 1,741.02 | 5.14"
2023-24,General,177,Chandrapur - 9,"3,387.08",1741.02,5.14,3387.08,"Chandrapur - 9 | 3,387.08 | 1,741.02 | 5.14 | 3,387.08 | 1,741.02 | 5.14"
2023-24,General,177,Koradi R U-8,"3,642.28",1766.28,4.85,3642.28,"Koradi R U-8 | 3,642.28 | 1,766.28 | 4.85 | 3,642.28 | 1,766.28 | 4.85"
2023-24,General,177,Koradi 9,"3,642.28",1766.28,4.85,3642.28,"Koradi 9 | 3,642.28 | 1,766.28 | 4.85 | 3,642.28 | 1,766.28 | 4.85"
2023-24,General,177,Koradi10,"3,642.28",1766.28,4.85,3642.28,"Koradi10 | 3,642.28 | 1,766.28 | 4.85 | 3,642.28 | 1,766.28 | 4.85"
2023-24,General,177,IEPL,"1,391.66",467.32,3.36,1391.66,"IEPL | 1,391.66 | 467.32 | 3.36 | 1,391.66 | 467.32 | 3.36"
2023-24,General,177,KSTPS,"4,844.53",1184.04,2.44,4844.53,"KSTPS | 4,844.53 | 1,184.04 | 2.44 | 4,844.53 | 1,184.04 | 2.44"
2023-24,General,177,KSTPS III,"1,027.25",276.39,2.69,1027.25,"KSTPS III | 1,027.25 | 276.39 | 2.69 | 1,027.25 | 276.39 | 2.69"
2023-24,General,177,VSTP I,"3,177.36",835.27,2.63,3177.36,"VSTP I | 3,177.36 | 835.27 | 2.63 | 3,177.36 | 835.27 | 2.63"
2023-24,General,177,VSTP II,"2,629.69",640.07,2.43,2629.69,"VSTP II | 2,629.69 | 640.07 | 2.43 | 2,629.69 | 640.07 | 2.43"
2023-24,General,177,VSTP III,"2,295.25",581.84,2.53,2295.25,"VSTP III | 2,295.25 | 581.84 | 2.53 | 2,295.25 | 581.84 | 2.53"
2023-24,General,177,VSTP IV,"2,263.02",1128.6,4.99,2263.02,"VSTP IV | 2,263.02 | 1,128.60 | 4.99 | 2,263.02 | 1,128.60 | 4.99"
2023-24,General,177,VSTP V,"1,221.56",505.72,4.14,1221.56,"VSTP V | 1,221.56 | 505.72 | 4.14 | 1,221.56 | 505.72 | 4.14"
2023-24,General,177,Kawas,55.26,220.65,39.93,55.26,Kawas | 55.26 | 220.65 | 39.93 | 55.26 | 220.65 | 39.93
2023-24,General,177,Gandhar,58.93,226.48,38.43,58.93,Gandhar | 58.93 | 226.48 | 38.43 | 58.93 | 226.48 | 38.43
2023-24,General,177,KhSTPS-II,"1,143.77",450.59,3.94,1143.77,"KhSTPS-II | 1,143.77 | 450.59 | 3.94 | 1,143.77 | 450.59 | 3.94"
2023-24,General,177,SIPAT TPS 2,"2,175.31",595.1,2.74,2175.31,"SIPAT TPS 2 | 2,175.31 | 595.10 | 2.74 | 2,175.31 | 595.10 | 2.74"
2023-24,General,177,SIPAT TPS 1,"4,063.38",1237.45,3.05,4063.38,"SIPAT TPS 1 | 4,063.38 | 1,237.45 | 3.05 | 4,063.38 | 1,237.45 | 3.05"
2023-24,General,177,Mauda I,"2,932.49",1556.44,5.31,2932.49,"Mauda I | 2,932.49 | 1,556.44 | 5.31 | 2,932.49 | 1,556.44 | 5.31"
2023-24,General,177,Mauda II,"3,558.85",1916.67,5.39,3558.85,"Mauda II | 3,558.85 | 1,916.67 | 5.39 | 3,558.85 | 1,916.67 | 5.39"
2023-24,General,177,NTPC Solapur 2,"4,159.40",3328.81,8.0,4159.4,"NTPC Solapur 2 | 4,159.40 | 3,328.81 | 8.00 | 4,159.40 | 3,328.81 | 8.00"
2023-24,General,177,Lara,"2,053.84",725.69,3.53,2053.84,"Lara | 2,053.84 | 725.69 | 3.53 | 2,053.84 | 725.69 | 3.53"
2023-24,General,177,Gadarwara,725.59,444.93,6.13,725.59,Gadarwara | 725.59 | 444.93 | 6.13 | 725.59 | 444.93 | 6.13
2023-24,General,177,Khargone,618.50,442.15,7.15,618.5,Khargone | 618.50 | 442.15 | 7.15 | 618.50 | 442.15 | 7.15
2023-24,General,177,RRAS (Thermal),,-0.87,-0.87,,RRAS (Thermal) | -0.87 | -0.87
2023-24,General,177,RRAS (Gas),,-1.45,-1.45,,RRAS (Gas) | -1.45 | -1.45
2023-24,General,177,NTPC NVVNL Coal,151.84,66.01,4.35,151.84,NTPC NVVNL Coal | 151.84 | 66.01 | 4.35 | 151.84 | 66.01 | 4.35
2023-24,General,177,RGPPL,,1510.16,1510.16,,"RGPPL | 1,510.16 | 1,510.16"
2023-24,General,177,MPEB,10.68,8.5,7.96,10.68,MPEB | 10.68 | 8.50 | 7.96 | 10.68 | 8.50 | 7.96
2023-24,General,177,JSW,"1,831.05",926.0,5.06,1831.05,"JSW | 1,831.05 | 926.00 | 5.06 | 1,831.05 | 926.00 | 5.06"
2023-24,General,177,CGPL,"4,404.53",2206.49,5.01,4404.53,"CGPL | 4,404.53 | 2,206.49 | 5.01 | 4,404.53 | 2,206.49 | 5.01"
2023-24,General,177,APML 125 MW,588.52,379.3,6.44,588.52,APML 125 MW | 588.52 | 379.30 | 6.44 | 588.52 | 379.30 | 6.44
2023-24,General,177,APML 1320 MW,"8,990.59",4753.37,5.29,8990.59,"APML 1320 MW | 8,990.59 | 4,753.37 | 5.29 | 8,990.59 | 4,753.37 | 5.29"
2023-24,General,177,APML 1200 MW,"9,052.58",5310.76,5.87,9052.58,"APML 1200 MW | 9,052.58 | 5,310.76 | 5.87 | 9,052.58 | 5,310.76 | 5.87"
2023-24,General,177,APML 440 MW,"1,464.05",958.46,6.55,1464.05,"APML 440 MW | 1,464.05 | 958.46 | 6.55 | 1,464.05 | 958.46 | 6.55"
2023-24,General,177,EMCO Power,"1,548.97",727.41,4.7,1548.97,"EMCO Power | 1,548.97 | 727.41 | 4.70 | 1,548.97 | 727.41 | 4.70"
2023-24,General,177,RIPL 450 MW,"3,365.92",1221.42,3.63,3365.92,"RIPL 450 MW | 3,365.92 | 1,221.42 | 3.63 | 3,365.92 | 1,221.42 | 3.63"
2023-24,General,177,RIPL 750 MW,"5,609.86",2035.71,3.63,5609.86,"RIPL 750 MW | 5,609.86 | 2,035.71 | 3.63 | 5,609.86 | 2,035.71 | 3.63"
2023-24,General,177,Sai Wardha,"1,967.50",836.77,4.25,1967.5,"Sai Wardha | 1,967.50 | 836.77 | 4.25 | 1,967.50 | 836.77 | 4.25"
2023-24,General,177,Short Term,"7,724.53",4357.31,5.64,7724.53,"Short Term | 7,724.53 | 4,357.31 | 5.64 | 7,724.53 | 4,357.31 | 5.64"
2023-24,General,178,DSM,"-1,967.00",-272.44,1.39,-1967.0,"DSM | -1,967.00 | -272.44 | 1.39 | -1,967.00 | -272.44 | 1.39"
2023-24,General,178,Others,,-1.56,-1.56,,Others | -1.56 | -1.56
